timestamp,event_type,user,source_ip,target,severity,is_anomaly,anomaly_type
2026-02-03 13:24:18,port_connection,-,10.0.1.54,port:443,INFO,False,-
2026-02-03 13:38:09,ssh_login,tchang,10.0.1.52,-,INFO,False,-
2026-02-03 13:57:38,auth_success,agarcia,10.0.1.54,-,INFO,False,-
2026-02-03 14:10:28,ssh_logout,tchang,-,-,INFO,False,-
2026-02-03 14:15:07,ssh_logout,mkurdi,-,-,INFO,False,-
2026-02-03 14:20:38,auth_success,tchang,10.0.1.54,-,INFO,False,-
2026-02-03 14:25:08,auth_success,bwilson,10.0.1.50,-,INFO,False,-
2026-02-03 14:28:29,auth_success,bwilson,10.0.1.52,-,INFO,False,-
2026-02-03 14:32:23,auth_success,mkurdi,10.0.1.52,-,INFO,False,-
2026-02-03 14:45:04,auth_success,bwilson,10.0.1.54,-,INFO,False,-
2026-02-03 15:14:34,service_start,-,-,-,INFO,False,-
2026-02-03 15:27:01,port_connection,-,10.0.1.50,port:8080,INFO,False,-
2026-02-03 15:29:02,auth_success,agarcia,10.0.1.51,-,INFO,False,-
2026-02-03 15:31:29,ssh_login,bwilson,10.0.1.54,-,INFO,False,-
2026-02-03 15:36:08,ssh_login,bwilson,10.0.1.52,-,INFO,False,-
2026-02-03 15:43:10,port_connection,-,10.0.1.51,port:3306,INFO,False,-
2026-02-03 15:48:16,auth_success,agarcia,10.0.1.52,-,INFO,False,-
2026-02-03 15:52:36,service_start,-,-,-,INFO,False,-
2026-02-03 15:57:53,file_access,jsmith,-,/tmp/data.csv,INFO,False,-
2026-02-03 16:03:55,auth_success,agarcia,10.0.1.52,-,INFO,False,-
2026-02-03 16:05:02,file_access,bwilson,-,/tmp/data.csv,INFO,False,-
2026-02-03 16:18:05,ssh_login,jsmith,10.0.1.52,-,INFO,False,-
2026-02-03 16:28:11,port_connection,-,10.0.1.50,port:443,INFO,False,-
2026-02-03 16:30:16,auth_success,mkurdi,10.0.1.51,-,INFO,False,-
2026-02-03 16:35:40,file_access,bwilson,-,/home/user/report.pdf,INFO,False,-
2026-02-03 17:02:42,auth_success,agarcia,10.0.1.54,-,INFO,False,-
2026-02-03 17:04:19,ssh_logout,tchang,-,-,INFO,False,-
2026-02-03 17:22:22,auth_success,jsmith,10.0.1.51,-,INFO,False,-
2026-02-03 18:26:03,ssh_login,tchang,10.0.1.54,-,INFO,False,-
2026-02-03 18:36:41,port_connection,-,10.0.1.52,port:443,INFO,False,-
2026-02-03 18:38:33,file_access,tchang,-,/home/user/report.pdf,INFO,False,-
2026-02-03 19:17:08,ssh_logout,agarcia,-,-,INFO,False,-
2026-02-03 19:21:49,auth_success,tchang,10.0.1.51,-,INFO,False,-
2026-02-03 19:30:15,ssh_login,tchang,10.0.1.52,-,INFO,False,-
2026-02-03 21:30:40,auth_success,jsmith,10.0.1.51,-,INFO,False,-
2026-02-03 22:29:49,ssh_logout,agarcia,-,-,INFO,False,-
2026-02-03 22:35:01,auth_success,tchang,10.0.1.53,-,INFO,False,-
2026-02-03 23:18:44,auth_success,tchang,10.0.1.51,-,INFO,False,-
2026-02-04 00:13:37,ssh_login,mkurdi,10.0.1.50,-,INFO,False,-
2026-02-04 00:35:26,ssh_logout,mkurdi,-,-,INFO,False,-
2026-02-04 01:33:12,file_access,mkurdi,10.0.1.50,/etc/shadow,CRITICAL,True,sensitive_file_offhours
2026-02-04 05:28:14,file_access,bwilson,-,/home/user/report.pdf,INFO,False,-
2026-02-04 05:30:10,file_access,bwilson,-,/var/www/html/index.html,INFO,False,-
2026-02-04 06:35:57,file_access,bwilson,-,/home/user/report.pdf,INFO,False,-
2026-02-04 06:49:05,ssh_logout,bwilson,-,-,INFO,False,-
2026-02-04 07:01:28,auth_success,agarcia,10.0.1.53,-,INFO,False,-
2026-02-04 07:02:28,auth_success,bwilson,10.0.1.50,-,INFO,False,-
2026-02-04 07:06:33,auth_success,jsmith,10.0.1.51,-,INFO,False,-
2026-02-04 07:42:06,ssh_logout,jsmith,-,-,INFO,False,-
2026-02-04 07:46:30,ssh_login,agarcia,10.0.1.51,-,INFO,False,-
2026-02-04 08:07:21,file_access,jsmith,-,/tmp/data.csv,INFO,False,-
2026-02-04 08:18:14,file_access,bwilson,-,/tmp/data.csv,INFO,False,-
2026-02-04 08:26:29,ssh_logout,bwilson,-,-,INFO,False,-
2026-02-04 08:43:15,service_start,-,-,-,INFO,False,-
2026-02-04 08:43:32,file_access,agarcia,-,/var/www/html/index.html,INFO,False,-
2026-02-04 08:47:21,file_access,agarcia,-,/home/user/report.pdf,INFO,False,-
2026-02-04 08:48:30,file_access,jsmith,-,/var/www/html/index.html,INFO,False,-
2026-02-04 08:54:33,file_access,tchang,-,/tmp/data.csv,INFO,False,-
2026-02-04 08:54:40,ssh_logout,tchang,-,-,INFO,False,-
2026-02-04 09:06:26,auth_success,agarcia,10.0.1.53,-,INFO,False,-
2026-02-04 09:14:19,port_connection,-,10.0.1.53,port:8080,INFO,False,-
2026-02-04 09:18:01,port_connection,-,10.0.1.53,port:80,INFO,False,-
2026-02-04 09:21:19,auth_success,bwilson,10.0.1.54,-,INFO,False,-
2026-02-04 09:21:41,port_connection,-,10.0.1.53,port:22,INFO,False,-
2026-02-04 10:03:35,file_access,bwilson,-,/var/www/html/index.html,INFO,False,-
2026-02-04 10:14:14,auth_success,jsmith,10.0.1.53,-,INFO,False,-
2026-02-04 10:24:36,ssh_logout,jsmith,-,-,INFO,False,-
2026-02-04 10:58:00,service_start,-,-,-,INFO,False,-
2026-02-04 11:03:39,file_access,bwilson,-,/home/user/report.pdf,INFO,False,-
2026-02-04 11:09:19,file_access,tchang,-,/var/www/html/index.html,INFO,False,-
2026-02-04 11:16:47,auth_success,tchang,10.0.1.51,-,INFO,False,-
2026-02-04 11:26:35,ssh_login,bwilson,10.0.1.51,-,INFO,False,-
2026-02-04 11:30:03,auth_success,mkurdi,10.0.1.51,-,INFO,False,-
2026-02-04 11:36:55,auth_success,jsmith,10.0.1.51,-,INFO,False,-
2026-02-04 11:49:08,service_start,-,-,-,INFO,False,-
2026-02-04 11:55:58,auth_success,tchang,10.0.1.53,-,INFO,False,-
2026-02-04 12:12:48,auth_success,agarcia,10.0.1.52,-,INFO,False,-
2026-02-04 12:24:20,port_connection,-,10.0.1.53,port:443,INFO,False,-
2026-02-04 12:33:45,port_connection,-,10.0.1.50,port:22,INFO,False,-
2026-02-04 12:43:49,ssh_logout,agarcia,-,-,INFO,False,-
2026-02-04 12:52:22,auth_success,agarcia,10.0.1.53,-,INFO,False,-
2026-02-04 12:53:12,ssh_login,mkurdi,10.0.1.52,-,INFO,False,-
2026-02-04 12:59:35,auth_success,agarcia,10.0.1.51,-,INFO,False,-
2026-02-04 13:02:55,port_connection,-,10.0.1.51,port:8080,INFO,False,-
2026-02-04 13:03:22,auth_success,tchang,10.0.1.54,-,INFO,False,-
2026-02-04 13:05:57,port_connection,-,10.0.1.53,port:3306,INFO,False,-
2026-02-04 13:06:59,ssh_login,agarcia,10.0.1.52,-,INFO,False,-
2026-02-04 13:37:37,auth_success,tchang,10.0.1.52,-,INFO,False,-
2026-02-04 13:59:50,auth_success,agarcia,10.0.1.52,-,INFO,False,-
2026-02-04 13:59:56,auth_success,mkurdi,10.0.1.51,-,INFO,False,-
2026-02-04 14:19:16,port_connection,-,10.0.1.54,port:3306,INFO,False,-
2026-02-04 14:19:46,auth_success,mkurdi,10.0.1.53,-,INFO,False,-
2026-02-04 14:24:57,service_start,-,-,-,INFO,False,-
2026-02-04 14:26:32,port_connection,-,10.0.1.53,port:22,INFO,False,-
2026-02-04 14:33:13,service_start,-,-,-,INFO,False,-
2026-02-04 14:33:31,ssh_logout,jsmith,-,-,INFO,False,-
2026-02-04 14:34:03,auth_success,mkurdi,10.0.1.53,-,INFO,False,-
2026-02-04 14:44:15,ssh_logout,mkurdi,-,-,INFO,False,-
2026-02-04 15:00:35,file_access,jsmith,-,/var/www/html/index.html,INFO,False,-
2026-02-04 15:15:15,auth_success,mkurdi,10.0.1.54,-,INFO,False,-
2026-02-04 15:18:02,auth_failure,agarcia,10.0.1.50,-,INFO,False,-
2026-02-04 15:22:10,ssh_logout,jsmith,-,-,INFO,False,-
2026-02-04 15:35:13,port_connection,-,10.0.1.51,port:443,INFO,False,-
2026-02-04 15:38:23,port_connection,-,10.0.1.54,port:8080,INFO,False,-
2026-02-04 15:45:13,ssh_logout,tchang,-,-,INFO,False,-
2026-02-04 15:52:13,port_connection,-,10.0.1.54,port:22,INFO,False,-
2026-02-04 15:55:59,auth_success,agarcia,10.0.1.50,-,INFO,False,-
2026-02-04 15:59:02,port_connection,-,10.0.1.53,port:80,INFO,False,-
2026-02-04 16:05:41,ssh_login,mkurdi,10.0.1.50,-,INFO,False,-
2026-02-04 16:14:04,auth_success,jsmith,10.0.1.50,-,INFO,False,-
2026-02-04 16:15:19,auth_success,jsmith,10.0.1.54,-,INFO,False,-
2026-02-04 16:15:29,auth_success,agarcia,10.0.1.51,-,INFO,False,-
2026-02-04 16:52:42,ssh_login,mkurdi,10.0.1.50,-,INFO,False,-
2026-02-04 17:34:41,auth_success,mkurdi,10.0.1.54,-,INFO,False,-
2026-02-04 17:35:20,ssh_logout,agarcia,-,-,INFO,False,-
2026-02-04 18:00:16,ssh_login,tchang,10.0.1.51,-,INFO,False,-
2026-02-04 18:02:53,auth_success,tchang,10.0.1.53,-,INFO,False,-
2026-02-04 18:21:16,ssh_login,tchang,10.0.1.53,-,INFO,False,-
2026-02-04 18:46:48,port_connection,-,10.0.1.50,port:3306,INFO,False,-
2026-02-04 19:17:35,port_connection,-,10.0.1.51,port:443,INFO,False,-
2026-02-04 19:29:36,auth_success,jsmith,10.0.1.51,-,INFO,False,-
2026-02-04 19:55:34,auth_success,jsmith,10.0.1.52,-,INFO,False,-
2026-02-04 20:50:49,auth_success,bwilson,10.0.1.54,-,INFO,False,-
2026-02-04 21:29:43,ssh_logout,bwilson,-,-,INFO,False,-
2026-02-04 21:37:19,ssh_logout,mkurdi,-,-,INFO,False,-
2026-02-04 23:25:33,port_connection,-,10.0.1.51,port:22,INFO,False,-
2026-02-05 01:04:00,auth_success,agarcia,10.0.1.51,-,INFO,False,-
2026-02-05 03:42:00,port_connection,-,45.33.32.156,port:531,WARNING,True,port_scan
2026-02-05 03:42:02,port_connection,-,45.33.32.156,port:342,WARNING,True,port_scan
2026-02-05 03:42:04,port_connection,-,45.33.32.156,port:762,WARNING,True,port_scan
2026-02-05 03:42:06,port_connection,-,45.33.32.156,port:260,WARNING,True,port_scan
2026-02-05 03:42:08,port_connection,-,45.33.32.156,port:551,WARNING,True,port_scan
2026-02-05 03:42:10,port_connection,-,45.33.32.156,port:242,WARNING,True,port_scan
2026-02-05 03:42:12,port_connection,-,45.33.32.156,port:61,WARNING,True,port_scan
2026-02-05 03:42:14,port_connection,-,45.33.32.156,port:687,WARNING,True,port_scan
2026-02-05 03:42:16,port_connection,-,45.33.32.156,port:880,WARNING,True,port_scan
2026-02-05 03:42:18,port_connection,-,45.33.32.156,port:558,WARNING,True,port_scan
2026-02-05 03:42:20,port_connection,-,45.33.32.156,port:131,WARNING,True,port_scan
2026-02-05 03:42:22,port_connection,-,45.33.32.156,port:539,WARNING,True,port_scan
2026-02-05 03:42:24,port_connection,-,45.33.32.156,port:158,WARNING,True,port_scan
2026-02-05 03:42:26,port_connection,-,45.33.32.156,port:1017,WARNING,True,port_scan
2026-02-05 03:42:28,port_connection,-,45.33.32.156,port:933,WARNING,True,port_scan
2026-02-05 03:42:30,port_connection,-,45.33.32.156,port:738,WARNING,True,port_scan
2026-02-05 03:42:32,port_connection,-,45.33.32.156,port:114,WARNING,True,port_scan
2026-02-05 03:42:34,port_connection,-,45.33.32.156,port:1024,WARNING,True,port_scan
2026-02-05 03:42:36,port_connection,-,45.33.32.156,port:754,WARNING,True,port_scan
2026-02-05 03:42:38,port_connection,-,45.33.32.156,port:323,WARNING,True,port_scan
2026-02-05 03:42:40,port_connection,-,45.33.32.156,port:523,WARNING,True,port_scan
2026-02-05 03:42:42,port_connection,-,45.33.32.156,port:211,WARNING,True,port_scan
2026-02-05 03:42:44,port_connection,-,45.33.32.156,port:237,WARNING,True,port_scan
2026-02-05 03:42:46,port_connection,-,45.33.32.156,port:468,WARNING,True,port_scan
2026-02-05 03:42:48,port_connection,-,45.33.32.156,port:6,WARNING,True,port_scan
2026-02-05 03:42:50,port_connection,-,45.33.32.156,port:91,WARNING,True,port_scan
2026-02-05 03:42:52,port_connection,-,45.33.32.156,port:26,WARNING,True,port_scan
2026-02-05 03:42:54,port_connection,-,45.33.32.156,port:501,WARNING,True,port_scan
2026-02-05 03:42:56,port_connection,-,45.33.32.156,port:95,WARNING,True,port_scan
2026-02-05 03:42:58,port_connection,-,45.33.32.156,port:967,WARNING,True,port_scan
2026-02-05 03:43:00,port_connection,-,45.33.32.156,port:746,WARNING,True,port_scan
2026-02-05 03:43:02,port_connection,-,45.33.32.156,port:785,WARNING,True,port_scan
2026-02-05 03:43:04,port_connection,-,45.33.32.156,port:308,WARNING,True,port_scan
2026-02-05 03:43:06,port_connection,-,45.33.32.156,port:367,WARNING,True,port_scan
2026-02-05 03:43:08,port_connection,-,45.33.32.156,port:73,WARNING,True,port_scan
2026-02-05 03:43:10,port_connection,-,45.33.32.156,port:859,WARNING,True,port_scan
2026-02-05 03:43:12,port_connection,-,45.33.32.156,port:460,WARNING,True,port_scan
2026-02-05 03:43:14,port_connection,-,45.33.32.156,port:660,WARNING,True,port_scan
2026-02-05 03:43:16,port_connection,-,45.33.32.156,port:509,WARNING,True,port_scan
2026-02-05 03:43:18,port_connection,-,45.33.32.156,port:853,WARNING,True,port_scan
2026-02-05 03:59:54,service_start,-,-,-,INFO,False,-
2026-02-05 05:40:50,auth_success,tchang,10.0.1.50,-,INFO,False,-
2026-02-05 06:27:14,file_access,mkurdi,-,/tmp/data.csv,INFO,False,-
2026-02-05 06:50:25,file_access,bwilson,-,/tmp/data.csv,INFO,False,-
2026-02-05 07:00:19,file_access,tchang,-,/home/user/report.pdf,INFO,False,-
2026-02-05 07:06:00,auth_success,jsmith,10.0.1.53,-,INFO,False,-
2026-02-05 07:06:08,file_access,mkurdi,-,/var/www/html/index.html,INFO,False,-
2026-02-05 07:09:24,auth_success,jsmith,10.0.1.53,-,INFO,False,-
2026-02-05 07:15:42,file_access,agarcia,-,/home/user/report.pdf,INFO,False,-
2026-02-05 07:23:16,file_access,mkurdi,-,/tmp/data.csv,INFO,False,-
2026-02-05 07:35:38,auth_success,bwilson,10.0.1.54,-,INFO,False,-
2026-02-05 08:07:15,auth_success,agarcia,10.0.1.50,-,INFO,False,-
2026-02-05 08:10:27,auth_success,agarcia,10.0.1.53,-,INFO,False,-
2026-02-05 08:11:27,ssh_logout,tchang,-,-,INFO,False,-
2026-02-05 08:20:12,auth_success,tchang,10.0.1.50,-,INFO,False,-
2026-02-05 08:25:40,ssh_login,agarcia,10.0.1.51,-,INFO,False,-
2026-02-05 08:46:09,auth_failure,agarcia,10.0.1.52,-,INFO,False,-
2026-02-05 09:05:46,auth_success,mkurdi,10.0.1.50,-,INFO,False,-
2026-02-05 09:34:18,ssh_logout,jsmith,-,-,INFO,False,-
2026-02-05 09:45:20,ssh_logout,jsmith,-,-,INFO,False,-
2026-02-05 09:47:09,file_access,tchang,-,/home/user/report.pdf,INFO,False,-
2026-02-05 09:51:09,ssh_login,bwilson,10.0.1.52,-,INFO,False,-
2026-02-05 09:55:44,auth_success,bwilson,10.0.1.53,-,INFO,False,-
2026-02-05 09:59:56,service_start,-,-,-,INFO,False,-
2026-02-05 10:00:55,file_access,mkurdi,-,/tmp/data.csv,INFO,False,-
2026-02-05 10:04:50,auth_success,bwilson,10.0.1.53,-,INFO,False,-
2026-02-05 10:07:55,ssh_logout,tchang,-,-,INFO,False,-
2026-02-05 10:16:42,port_connection,-,10.0.1.53,port:22,INFO,False,-
2026-02-05 10:27:29,file_access,jsmith,-,/home/user/report.pdf,INFO,False,-
2026-02-05 11:00:06,ssh_logout,agarcia,-,-,INFO,False,-
2026-02-05 11:01:05,auth_success,agarcia,10.0.1.54,-,INFO,False,-
2026-02-05 11:05:46,file_access,bwilson,-,/home/user/report.pdf,INFO,False,-
2026-02-05 11:07:22,file_access,agarcia,-,/tmp/data.csv,INFO,False,-
2026-02-05 11:08:19,auth_failure,mkurdi,10.0.1.53,-,INFO,False,-
2026-02-05 11:11:31,ssh_logout,bwilson,-,-,INFO,False,-
2026-02-05 11:13:31,port_connection,-,10.0.1.52,port:443,INFO,False,-
2026-02-05 11:20:18,file_access,tchang,-,/var/www/html/index.html,INFO,False,-
2026-02-05 11:22:55,port_connection,-,10.0.1.53,port:22,INFO,False,-
2026-02-05 11:38:03,auth_success,agarcia,10.0.1.51,-,INFO,False,-
2026-02-05 11:38:30,ssh_logout,bwilson,-,-,INFO,False,-
2026-02-05 11:49:43,auth_success,bwilson,10.0.1.54,-,INFO,False,-
2026-02-05 11:52:50,auth_success,tchang,10.0.1.52,-,INFO,False,-
2026-02-05 12:05:36,auth_success,mkurdi,10.0.1.51,-,INFO,False,-
2026-02-05 12:07:15,auth_success,tchang,10.0.1.54,-,INFO,False,-
2026-02-05 12:08:11,file_access,agarcia,-,/var/www/html/index.html,INFO,False,-
2026-02-05 12:08:36,port_connection,-,10.0.1.52,port:22,INFO,False,-
2026-02-05 12:22:35,auth_success,tchang,10.0.1.53,-,INFO,False,-
2026-02-05 12:27:06,port_connection,-,10.0.1.52,port:22,INFO,False,-
2026-02-05 12:31:26,file_access,tchang,-,/var/www/html/index.html,INFO,False,-
2026-02-05 12:37:44,ssh_login,bwilson,10.0.1.51,-,INFO,False,-
2026-02-05 12:47:25,file_access,agarcia,-,/home/user/report.pdf,INFO,False,-
2026-02-05 12:57:43,service_start,-,-,-,INFO,False,-
2026-02-05 13:10:39,port_connection,-,10.0.1.51,port:22,INFO,False,-
2026-02-05 13:17:05,ssh_logout,agarcia,-,-,INFO,False,-
2026-02-05 13:17:40,ssh_login,tchang,10.0.1.53,-,INFO,False,-
2026-02-05 13:20:55,auth_success,tchang,10.0.1.50,-,INFO,False,-
2026-02-05 13:24:00,auth_success,jsmith,10.0.1.51,-,INFO,False,-
2026-02-05 13:24:05,port_connection,-,10.0.1.52,port:22,INFO,False,-
2026-02-05 13:33:43,auth_success,tchang,10.0.1.50,-,INFO,False,-
2026-02-05 13:34:17,auth_success,bwilson,10.0.1.54,-,INFO,False,-
2026-02-05 13:36:53,auth_failure,tchang,10.0.1.54,-,INFO,False,-
2026-02-05 13:37:34,auth_success,jsmith,10.0.1.54,-,INFO,False,-
2026-02-05 13:39:41,auth_failure,jsmith,10.0.1.53,-,INFO,False,-
2026-02-05 13:41:43,service_start,-,-,-,INFO,False,-
2026-02-05 13:44:12,auth_success,tchang,10.0.1.52,-,INFO,False,-
2026-02-05 13:48:52,auth_success,tchang,10.0.1.50,-,INFO,False,-
2026-02-05 13:51:55,auth_failure,agarcia,10.0.1.53,-,INFO,False,-
2026-02-05 13:53:41,file_access,mkurdi,-,/tmp/data.csv,INFO,False,-
2026-02-05 13:56:49,ssh_logout,mkurdi,-,-,INFO,False,-
2026-02-05 14:01:54,file_access,agarcia,-,/home/user/report.pdf,INFO,False,-
2026-02-05 14:08:56,port_connection,-,10.0.1.51,port:443,INFO,False,-
2026-02-05 14:10:08,auth_success,agarcia,10.0.1.52,-,INFO,False,-
2026-02-05 14:19:58,auth_success,bwilson,10.0.1.54,-,INFO,False,-
2026-02-05 14:21:36,port_connection,-,10.0.1.54,port:80,INFO,False,-
2026-02-05 14:27:25,port_connection,-,10.0.1.54,port:3306,INFO,False,-
2026-02-05 14:32:24,auth_success,tchang,10.0.1.54,-,INFO,False,-
2026-02-05 14:44:00,service_start,-,-,-,INFO,False,-
2026-02-05 14:50:04,port_connection,-,10.0.1.50,port:8080,INFO,False,-
2026-02-05 15:08:50,file_access,mkurdi,-,/var/www/html/index.html,INFO,False,-
2026-02-05 15:15:13,port_connection,-,10.0.1.52,port:8080,INFO,False,-
2026-02-05 15:23:16,file_access,jsmith,-,/home/user/report.pdf,INFO,False,-
2026-02-05 15:27:44,file_access,tchang,-,/tmp/data.csv,INFO,False,-
2026-02-05 15:28:20,auth_success,mkurdi,10.0.1.52,-,INFO,False,-
2026-02-05 15:31:35,file_access,bwilson,-,/var/www/html/index.html,INFO,False,-
2026-02-05 15:33:30,auth_success,agarcia,10.0.1.53,-,INFO,False,-
2026-02-05 15:45:13,port_connection,-,10.0.1.52,port:22,INFO,False,-
2026-02-05 15:52:23,file_access,bwilson,-,/var/www/html/index.html,INFO,False,-
2026-02-05 15:58:03,file_access,agarcia,-,/home/user/report.pdf,INFO,False,-
2026-02-05 16:26:23,file_access,bwilson,-,/home/user/report.pdf,INFO,False,-
2026-02-05 16:28:29,auth_success,mkurdi,10.0.1.53,-,INFO,False,-
2026-02-05 16:33:40,ssh_login,agarcia,10.0.1.54,-,INFO,False,-
2026-02-05 16:50:50,auth_success,tchang,10.0.1.53,-,INFO,False,-
2026-02-05 16:55:41,auth_success,bwilson,10.0.1.51,-,INFO,False,-
2026-02-05 17:00:23,ssh_login,agarcia,10.0.1.51,-,INFO,False,-
2026-02-05 17:08:24,auth_success,jsmith,10.0.1.51,-,INFO,False,-
2026-02-05 18:01:54,ssh_logout,agarcia,-,-,INFO,False,-
2026-02-05 18:43:59,ssh_logout,agarcia,-,-,INFO,False,-
2026-02-05 18:47:15,ssh_logout,bwilson,-,-,INFO,False,-
2026-02-05 18:55:44,auth_success,tchang,10.0.1.54,-,INFO,False,-
2026-02-05 19:15:03,port_connection,-,10.0.1.50,port:22,INFO,False,-
2026-02-05 19:20:50,auth_success,jsmith,10.0.1.51,-,INFO,False,-
2026-02-05 19:25:49,file_access,agarcia,-,/var/www/html/index.html,INFO,False,-
2026-02-05 19:31:08,service_start,-,-,-,INFO,False,-
2026-02-05 20:44:57,file_access,bwilson,-,/home/user/report.pdf,INFO,False,-
2026-02-05 21:18:18,service_start,-,-,-,INFO,False,-
2026-02-05 23:30:06,port_connection,-,10.0.1.53,port:22,INFO,False,-
2026-02-06 03:25:54,file_access,tchang,-,/home/user/report.pdf,INFO,False,-
2026-02-06 04:56:56,auth_success,agarcia,10.0.1.51,-,INFO,False,-
2026-02-06 06:00:27,port_connection,-,10.0.1.52,port:8080,INFO,False,-
2026-02-06 06:29:55,auth_failure,agarcia,10.0.1.52,-,INFO,False,-
2026-02-06 06:30:33,service_start,-,-,-,INFO,False,-
2026-02-06 07:00:03,file_access,tchang,-,/home/user/report.pdf,INFO,False,-
2026-02-06 07:06:51,auth_success,jsmith,10.0.1.50,-,INFO,False,-
2026-02-06 07:12:08,auth_success,bwilson,10.0.1.50,-,INFO,False,-
2026-02-06 07:30:50,auth_success,bwilson,10.0.1.51,-,INFO,False,-
2026-02-06 07:43:27,port_connection,-,10.0.1.51,port:443,INFO,False,-
2026-02-06 07:54:02,auth_success,agarcia,10.0.1.50,-,INFO,False,-
2026-02-06 07:57:05,service_start,-,-,-,INFO,False,-
2026-02-06 08:06:21,ssh_login,jsmith,10.0.1.51,-,INFO,False,-
2026-02-06 08:10:51,auth_success,agarcia,10.0.1.54,-,INFO,False,-
2026-02-06 08:17:05,port_connection,-,10.0.1.51,port:8080,INFO,False,-
2026-02-06 08:20:38,port_connection,-,10.0.1.50,port:443,INFO,False,-
2026-02-06 08:25:09,file_access,bwilson,-,/var/www/html/index.html,INFO,False,-
2026-02-06 08:29:20,ssh_logout,tchang,-,-,INFO,False,-
2026-02-06 08:52:25,ssh_logout,mkurdi,-,-,INFO,False,-
2026-02-06 08:56:51,file_access,bwilson,-,/tmp/data.csv,INFO,False,-
2026-02-06 09:03:25,port_connection,-,10.0.1.54,port:80,INFO,False,-
2026-02-06 09:04:36,ssh_logout,agarcia,-,-,INFO,False,-
2026-02-06 09:15:44,auth_success,mkurdi,10.0.1.52,-,INFO,False,-
2026-02-06 09:19:47,auth_success,tchang,10.0.1.52,-,INFO,False,-
2026-02-06 10:10:46,file_access,tchang,-,/home/user/report.pdf,INFO,False,-
2026-02-06 10:25:57,file_access,mkurdi,-,/tmp/data.csv,INFO,False,-
2026-02-06 10:39:15,file_access,tchang,-,/var/www/html/index.html,INFO,False,-
2026-02-06 10:40:56,ssh_login,mkurdi,10.0.1.52,-,INFO,False,-
2026-02-06 10:42:25,auth_failure,bwilson,10.0.1.50,-,INFO,False,-
2026-02-06 10:46:58,ssh_login,mkurdi,10.0.1.50,-,INFO,False,-
2026-02-06 10:47:44,auth_success,agarcia,10.0.1.54,-,INFO,False,-
2026-02-06 10:53:54,auth_success,jsmith,10.0.1.51,-,INFO,False,-
2026-02-06 10:53:57,auth_success,agarcia,10.0.1.50,-,INFO,False,-
2026-02-06 11:03:43,port_connection,-,10.0.1.52,port:80,INFO,False,-
2026-02-06 11:08:15,port_connection,-,10.0.1.52,port:3306,INFO,False,-
2026-02-06 11:10:13,auth_success,jsmith,10.0.1.51,-,INFO,False,-
2026-02-06 11:10:54,port_connection,-,10.0.1.51,port:80,INFO,False,-
2026-02-06 11:20:54,ssh_login,agarcia,10.0.1.54,-,INFO,False,-
2026-02-06 11:26:09,file_access,jsmith,-,/home/user/report.pdf,INFO,False,-
2026-02-06 11:34:43,port_connection,-,10.0.1.54,port:3306,INFO,False,-
2026-02-06 11:41:05,auth_success,jsmith,10.0.1.53,-,INFO,False,-
2026-02-06 11:57:23,file_access,tchang,-,/tmp/data.csv,INFO,False,-
2026-02-06 11:59:07,ssh_login,mkurdi,10.0.1.51,-,INFO,False,-
2026-02-06 12:00:21,port_connection,-,10.0.1.51,port:443,INFO,False,-
2026-02-06 12:05:03,auth_success,jsmith,10.0.1.54,-,INFO,False,-
2026-02-06 12:06:01,file_access,jsmith,-,/home/user/report.pdf,INFO,False,-
2026-02-06 12:07:19,ssh_logout,tchang,-,-,INFO,False,-
2026-02-06 12:10:59,port_connection,-,10.0.1.53,port:3306,INFO,False,-
2026-02-06 12:14:53,auth_success,agarcia,10.0.1.54,-,INFO,False,-
2026-02-06 12:15:26,service_start,-,-,-,INFO,False,-
2026-02-06 12:17:57,auth_failure,agarcia,10.0.1.50,-,INFO,False,-
2026-02-06 12:24:43,auth_failure,tchang,10.0.1.51,-,INFO,False,-
2026-02-06 12:58:36,ssh_login,bwilson,10.0.1.52,-,INFO,False,-
2026-02-06 13:00:23,ssh_logout,jsmith,-,-,INFO,False,-
2026-02-06 13:03:05,auth_success,agarcia,10.0.1.53,-,INFO,False,-
2026-02-06 13:11:24,auth_success,agarcia,10.0.1.52,-,INFO,False,-
2026-02-06 13:11:55,ssh_logout,tchang,-,-,INFO,False,-
2026-02-06 13:15:41,ssh_login,agarcia,10.0.1.53,-,INFO,False,-
2026-02-06 13:41:05,auth_success,bwilson,10.0.1.54,-,INFO,False,-
2026-02-06 13:58:09,port_connection,-,10.0.1.54,port:22,INFO,False,-
2026-02-06 13:58:51,file_access,bwilson,-,/home/user/report.pdf,INFO,False,-
2026-02-06 13:59:46,file_access,bwilson,-,/var/www/html/index.html,INFO,False,-
2026-02-06 14:05:41,auth_success,bwilson,10.0.1.53,-,INFO,False,-
2026-02-06 14:17:41,auth_success,tchang,10.0.1.54,-,INFO,False,-
2026-02-06 14:35:44,auth_success,bwilson,10.0.1.52,-,INFO,False,-
2026-02-06 14:36:36,service_start,-,-,-,INFO,False,-
2026-02-06 14:47:20,auth_success,agarcia,10.0.1.53,-,INFO,False,-
2026-02-06 14:58:51,auth_success,agarcia,10.0.1.50,-,INFO,False,-
2026-02-06 15:04:19,auth_success,bwilson,10.0.1.53,-,INFO,False,-
2026-02-06 15:19:17,service_start,-,-,-,INFO,False,-
